"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","1984-01-01","1984","01","01","","2.5","","-6.0","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-02","1984","01","02","","4.0","","-4.0","","0.0","","18.0","","0.0","","1.6","","2.8","","4.4","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-03","1984","01","03","","10.5","","0.5","","5.5","","12.5","","0.0","","7.4","","0.0","","7.4","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-04","1984","01","04","","11.5","","3.5","","7.5","","10.5","","0.0","","15.0","","0.0","","15.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-05","1984","01","05","","11.5","","7.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-06","1984","01","06","","8.0","","3.5","","5.8","","12.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-07","1984","01","07","","11.5","","4.0","","7.8","","10.2","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-08","1984","01","08","","5.0","","0.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-09","1984","01","09","","3.5","","-2.0","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-10","1984","01","10","","2.5","","-0.5","","1.0","","17.0","","0.0","","0.0","","9.0","","9.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-11","1984","01","11","","1.5","","-3.0","","-0.8","","18.8","","0.0","","0.0","","0.4","","0.4","","8","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-12","1984","01","12","","-0.5","","-8.0","","-4.3","","22.3","","0.0","","0.0","","1.6","","1.6","","8","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-13","1984","01","13","","-5.0","","-14.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-14","1984","01","14","","-9.0","","-19.5","","-14.3","","32.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-15","1984","01","15","","-8.0","","-23.0","","-15.5","","33.5","","0.0","","0.0","","3.8","","3.8","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-16","1984","01","16","","-8.0","","-14.0","","-11.0","","29.0","","0.0","","0.0","","1.0","","1.0","","13","","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-17","1984","01","17","","-13.0","","-27.0","","-20.0","","38.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1984-01-18","1984","01","18","","-15.5","","-25.0","","-20.3","","38.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
