"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","2003-01-01","2003","01","01","","1.0","","","M","","M","","M","","M","0.0","","6.0","","6.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-02","2003","01","02","","7.0","","-6.0","","0.5","","17.5","","0.0","","39.0","","0.0","","39.0","","50","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-03","2003","01","03","","6.0","","3.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-04","2003","01","04","","4.0","","-6.0","","-1.0","","19.0","","0.0","","0.0","","5.0","","5.0","","28","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-05","2003","01","05","","4.0","","-5.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-06","2003","01","06","","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-07","2003","01","07","","0.0","","-10.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-08","2003","01","08","","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-09","2003","01","09","","-1.0","","-16.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-10","2003","01","10","","-7.0","","-16.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-11","2003","01","11","","-6.5","","-23.0","","-14.8","","32.8","","0.0","","0.0","","2.5","","2.5","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-12","2003","01","12","","-3.0","","-17.0","","-10.0","","28.0","","0.0","","0.0","","4.0","","4.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-13","2003","01","13","","5.0","","-4.0","","0.5","","17.5","","0.0","","0.0","","2.0","","2.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-14","2003","01","14","","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","7.0","","7.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-15","2003","01","15","","-1.0","","-7.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-16","2003","01","16","","-2.0","","-6.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-17","2003","01","17","","-5.0","","-7.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-18","2003","01","18","","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","1.0","","1.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-19","2003","01","19","","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-20","2003","01","20","","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-21","2003","01","21","","-4.0","","-10.0","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-22","2003","01","22","","-9.0","","-16.0","","-12.5","","30.5","","0.0","","0.0","","10.0","","10.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-23","2003","01","23","","5.0","","-11.0","","-3.0","","21.0","","0.0","","2.0","","0.0","","2.0","","46","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-24","2003","01","24","","4.0","","-9.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-25","2003","01","25","","4.0","","-5.0","","-0.5","","18.5","","0.0","","28.0","","0.0","","28.0","","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-26","2003","01","26","","10.0","","3.0","","6.5","","11.5","","0.0","","10.0","","0.0","","10.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-27","2003","01","27","","7.0","","5.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-28","2003","01","28","","7.0","","-2.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-29","2003","01","29","","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","4.0","","4.0","","21","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-30","2003","01","30","","6.0","","0.0","","3.0","","15.0","","0.0","","12.0","","2.0","","14.0","","24","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-01-31","2003","01","31","","8.0","","0.0","","4.0","","14.0","","0.0","","4.5","","0.0","","4.5","","22","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-01","2003","02","01","","8.0","","2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-02","2003","02","02","","5.0","","-10.0","","-2.5","","20.5","","0.0","","0.0","","2.0","","2.0","","16","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-03","2003","02","03","","4.0","","-1.0","","1.5","","16.5","","0.0","","0.0","","1.0","","1.0","","18","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-04","2003","02","04","","1.0","","-4.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-05","2003","02","05","","2.0","","-15.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-06","2003","02","06","","1.0","","-7.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-07","2003","02","07","","-2.5","","-11.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-08","2003","02","08","","0.0","","-6.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-09","2003","02","09","","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-10","2003","02","10","","3.0","","-9.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-11","2003","02","11","","4.0","","-10.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-12","2003","02","12","","5.0","","-12.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-13","2003","02","13","","2.0","","-11.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-14","2003","02","14","","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-15","2003","02","15","","6.0","","-1.0","","2.5","","15.5","","0.0","","0.0","","2.0","","2.0","","14","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-16","2003","02","16","","3.0","","-2.0","","0.5","","17.5","","0.0","","20.0","","16.0","","36.0","","16","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-17","2003","02","17","","2.0","","1.0","","1.5","","16.5","","0.0","","6.4","","2.0","","8.4","","27","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-18","2003","02","18","","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-19","2003","02","19","","4.0","","2.0","","3.0","","15.0","","0.0","","0.0","","6.0","","6.0","","23","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-20","2003","02","20","","5.0","","1.0","","3.0","","15.0","","0.0","","2.0","","7.0","","9.0","","28","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-21","2003","02","21","","4.0","","-6.0","","-1.0","","19.0","","0.0","","0.0","","3.0","","3.0","","30","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-22","2003","02","22","","-2.0","","-10.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-23","2003","02","23","","-5.0","","-18.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-24","2003","02","24","","-4.0","","-25.0","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-25","2003","02","25","","-2.0","","-20.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.07","49.49","FERNIE","1152850","2003-02-26","2003","02","26","","0.0","","-13.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
