"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","1919-01-01","1919","01","01","","-15.6","","-24.4","","-20.0","","38.0","","0.0","","0.0","","0.5","","0.5","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-02","1919","01","02","","-13.9","","-17.2","","-15.6","","33.6","","0.0","","0.0","","0.8","","0.8","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-03","1919","01","03","","-10.6","","-13.9","","-12.3","","30.3","","0.0","","0.0","","2.3","","2.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-04","1919","01","04","","-5.6","","-13.9","","-9.8","","27.8","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-05","1919","01","05","","-1.1","","-13.9","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-06","1919","01","06","","-2.8","","-13.9","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-07","1919","01","07","","-3.3","","-16.7","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-08","1919","01","08","","-2.2","","-16.7","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-09","1919","01","09","","-3.9","","-17.8","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-10","1919","01","10","","-7.8","","-17.2","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-11","1919","01","11","","-1.7","","-14.4","","-8.1","","26.1","","0.0","","0.0","","1.8","","1.8","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-12","1919","01","12","","0.6","","-2.8","","-1.1","","19.1","","0.0","","0.0","","9.4","","9.4","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-13","1919","01","13","","1.1","","-0.6","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-14","1919","01","14","","2.8","","-0.6","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-15","1919","01","15","","2.8","","-5.0","","-1.1","","19.1","","0.0","","0.0","","0.8","","0.8","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-16","1919","01","16","","0.6","","-5.0","","-2.2","","20.2","","0.0","","0.0","","9.1","","9.1","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-17","1919","01","17","","6.1","","-5.0","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-18","1919","01","18","","6.1","","1.7","","3.9","","14.1","","0.0","","42.2","","0.0","","42.2","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-19","1919","01","19","","6.1","","2.2","","4.2","","13.8","","0.0","","34.3","","0.0","","34.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-20","1919","01","20","","6.1","","0.0","","3.1","","14.9","","0.0","","16.5","","0.0","","16.5","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-21","1919","01","21","","1.7","","-3.9","","-1.1","","19.1","","0.0","","0.0","","2.0","","2.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-22","1919","01","22","","3.3","","-3.3","","0.0","","18.0","","0.0","","0.0","","7.4","","7.4","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-23","1919","01","23","","6.1","","0.0","","3.1","","14.9","","0.0","","40.6","","0.0","","40.6","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-24","1919","01","24","","6.1","","-1.1","","2.5","","15.5","","0.0","","0.0","","4.6","","4.6","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-25","1919","01","25","","0.6","","-2.8","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-26","1919","01","26","","2.8","","-1.7","","0.6","","17.4","","0.0","","0.0","","4.8","","4.8","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-27","1919","01","27","","3.9","","0.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-28","1919","01","28","","1.1","","-7.2","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-29","1919","01","29","","6.7","","-1.1","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-30","1919","01","30","","5.0","","-7.8","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-01-31","1919","01","31","","1.1","","-7.8","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-01","1919","02","01","","2.8","","-10.0","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-02","1919","02","02","","-1.1","","-12.8","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-03","1919","02","03","","-3.3","","-17.8","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-04","1919","02","04","","-6.7","","-17.2","","-12.0","","30.0","","0.0","","0.0","","1.3","","1.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-05","1919","02","05","","-3.9","","-12.2","","-8.1","","26.1","","0.0","","0.0","","5.6","","5.6","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-06","1919","02","06","","-1.1","","-15.6","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1919-02-07","1919","02","07","","-5.0","","-13.9","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
