"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","1989-01-01","1989","01","01","","-1.0","","-19.5","","-10.3","","28.3","","0.0","","0.0","","12.0","","12.0","","30","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-02","1989","01","02","","1.5","","","M","","M","","M","","M","0.0","","4.2","","4.2","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-03","1989","01","03","","7.0","","-6.0","","0.5","","17.5","","0.0","","21.0","","0.0","T","21.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-04","1989","01","04","","5.0","","2.0","","3.5","","14.5","","0.0","","24.4","","11.4","","35.8","","13","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-05","1989","01","05","","-2.0","","-2.0","","-2.0","","20.0","","0.0","","0.0","","8.2","","8.2","","21","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-06","1989","01","06","","-9.0","","-13.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-07","1989","01","07","","-14.5","","-26.0","","-20.3","","38.3","","0.0","","0.0","","0.6","","0.6","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-08","1989","01","08","","-14.0","","-23.0","","-18.5","","36.5","","0.0","","0.0","","4.4","","4.4","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-09","1989","01","09","","-10.5","","-16.0","","-13.3","","31.3","","0.0","","0.0","","6.0","","6.0","","21","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-10","1989","01","10","","-6.0","","-19.0","","-12.5","","30.5","","0.0","","0.0","","3.2","","3.2","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-11","1989","01","11","","-5.0","","-20.0","","-12.5","","30.5","","0.0","","0.0","","2.2","","2.2","","24","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-12","1989","01","12","","2.0","","-11.0","","-4.5","","22.5","","0.0","","0.0","","4.5","","4.5","","25","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-13","1989","01","13","","1.0","","0.0","","0.5","","17.5","","0.0","","0.0","","23.4","","23.4","","21","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-14","1989","01","14","","-3.0","","-12.0","","-7.5","","25.5","","0.0","","0.0","","8.4","","8.4","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-15","1989","01","15","","3.5","","-6.0","","-1.3","","19.3","","0.0","","0.0","","20.7","","20.7","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-16","1989","01","16","","4.5","","0.0","","2.3","","15.7","","0.0","","23.4","","2.0","","25.4","","45","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-17","1989","01","17","","5.0","","1.0","","3.0","","15.0","","0.0","","8.4","","3.6","","12.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-18","1989","01","18","","6.0","","0.5","","3.3","","14.7","","0.0","","1.2","","0.0","","1.2","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-19","1989","01","19","","3.0","","-8.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","1989-01-20","1989","01","20","","6.5","","-7.5","","-0.5","","18.5","","0.0","","8.6","","1.0","","9.6","","32","","","","",""
