"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","1985-01-01","1985","01","01","","-18.0","","-35.0","","-26.5","","44.5","","0.0","","0.0","","2.0","","2.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-02","1985","01","02","","-12.0","","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","82","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-03","1985","01","03","","-7.0","","-13.5","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","80","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-04","1985","01","04","","-9.5","","-20.0","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-05","1985","01","05","","-3.0","","-12.0","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-06","1985","01","06","","-5.5","","-12.0","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-07","1985","01","07","","-1.0","","-11.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","78","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-08","1985","01","08","","-7.0","","-12.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","77","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-09","1985","01","09","","-8.0","","-11.5","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-10","1985","01","10","","-6.5","","-10.0","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-11","1985","01","11","","-3.0","","-9.0","","-6.0","","24.0","","0.0","","0.0","","3.0","","3.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-12","1985","01","12","","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-13","1985","01","13","","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-14","1985","01","14","","-1.0","","-9.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-15","1985","01","15","","0.0","","-8.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-16","1985","01","16","","1.0","","-12.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","71","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-17","1985","01","17","","4.5","","-8.0","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","69","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-18","1985","01","18","","2.0","","-8.5","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","68","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-19","1985","01","19","","-3.0","","-9.0","","-6.0","","24.0","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-20","1985","01","20","","-2.0","","-11.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-21","1985","01","21","","1.0","","-11.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","66","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-22","1985","01","22","","-2.0","","-9.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-23","1985","01","23","","-1.0","","-4.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","66","","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-24","1985","01","24","","-2.5","","-4.5","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-25","1985","01","25","","-4.0","","-5.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-26","1985","01","26","","-2.0","","-6.5","","-4.3","","22.3","","0.0","","0.0","","1.0","","1.0","","","M","","","",""
"-115.07","49.49","FERNIE","1152850","1985-01-27","1985","01","27","","-4.0","","-7.5","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
