"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","1927-01-01","1927","01","01","","8.3","","0.6","","4.5","","13.5","","0.0","","0.0","C","0.0","","0.0","C","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-02","1927","01","02","","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","C","0.0","","0.0","C","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-03","1927","01","03","","3.9","","0.0","","2.0","","16.0","","0.0","","45.0","A","7.1","","52.1","A","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-04","1927","01","04","","3.9","","0.0","","2.0","","16.0","","0.0","","2.5","","3.0","","5.6","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-05","1927","01","05","","2.2","","-2.8","","-0.3","","18.3","","0.0","","0.0","","1.3","","1.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-06","1927","01","06","","0.0","","-9.4","","-4.7","","22.7","","0.0","","0.0","","1.3","","1.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-07","1927","01","07","","0.0","","-9.4","","-4.7","","22.7","","0.0","","0.0","","9.9","","9.9","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-08","1927","01","08","","1.7","","-8.3","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-09","1927","01","09","","-8.3","","-17.8","","-13.1","","31.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-10","1927","01","10","","-13.9","","-18.9","","-16.4","","34.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-11","1927","01","11","","-11.1","","-17.8","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-12","1927","01","12","","-2.2","","-17.2","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-13","1927","01","13","","-10.0","","-13.9","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-14","1927","01","14","","-10.0","","-19.4","","-14.7","","32.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-15","1927","01","15","","-6.7","","-16.1","","-11.4","","29.4","","0.0","","0.0","","7.1","","7.1","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-16","1927","01","16","","1.1","","-7.2","","-3.1","","21.1","","0.0","","0.0","","2.5","","2.5","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-17","1927","01","17","","0.6","","-16.7","","-8.1","","26.1","","0.0","","0.0","","1.3","","1.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-18","1927","01","18","","-16.7","","-18.9","","-17.8","","35.8","","0.0","","0.0","","38.1","","38.1","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-19","1927","01","19","","-16.1","","-30.0","","-23.1","","41.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-20","1927","01","20","","-13.3","","-26.7","","-20.0","","38.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-21","1927","01","21","","-19.4","","-37.8","","-28.6","","46.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-22","1927","01","22","","-20.0","","-37.2","","-28.6","","46.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-23","1927","01","23","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-24","1927","01","24","","-4.4","","-28.9","","-16.7","","34.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-25","1927","01","25","","-2.8","","-7.2","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-26","1927","01","26","","-1.7","","-6.7","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-27","1927","01","27","","0.0","","-2.8","","-1.4","","19.4","","0.0","","0.0","","8.9","","8.9","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-28","1927","01","28","","2.8","","-1.1","","0.9","","17.1","","0.0","","0.0","","4.1","","4.1","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-29","1927","01","29","","2.2","","-2.2","","0.0","","18.0","","0.0","","0.0","","10.7","","10.7","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-30","1927","01","30","","2.2","","-3.3","","-0.6","","18.6","","0.0","","0.0","","2.3","","2.3","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-01-31","1927","01","31","","1.7","","-6.1","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-02-01","1927","02","01","","-2.2","","-6.1","","-4.2","","22.2","","0.0","","0.0","","8.4","","8.4","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-02-02","1927","02","02","","4.4","","-4.4","","0.0","","18.0","","0.0","","24.1","","3.3","","27.4","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-02-03","1927","02","03","","4.4","","-2.8","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-02-04","1927","02","04","","3.9","","-8.9","","-2.5","","20.5","","0.0","","10.7","","0.0","","10.7","","","","","","",""
"-115.07","49.49","FERNIE","1152850","1927-02-05","1927","02","05","","-1.7","","-15.0","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
